index,0
Janet Stevenson,American feminists
Kristen Stewart,American feminists
Maria W. Stewart,American feminists
Debbie Stoller,American feminists
Lucinda Hinsdale Stone,American feminists
Lucy Stone,American feminists
Marcia Storch,American feminists
Diana Strassmann,American feminists
Joan Straumanis,American feminists
Anna Lord Strauss,American feminists
Cheryl Strayed,American feminists
Carol Stronghilos,American feminists
Maria Svart,American feminists
Taylor Swift,American feminists
Kathrine Switzer,American feminists
Mattilda Bernstein Sycamore,American feminists
Ginger Brooks Takahashi,American feminists
Christine Tamblyn,American feminists
Sunsara Taylor,American feminists
Valerie Taylor (novelist),American feminists
Teresia Teaiwa,American feminists
Chrissy Teigen,American feminists
Merle Temkin,American feminists
Rini Templeton,American feminists
The Rollin Sisters,American feminists
Mary F. Thomas,American feminists
Clara Louise Thompson,American feminists
Geraldine Morgan Thompson,American feminists
J. Ann Tickner,American feminists
Leonore Tiefer,American feminists
Johnnie Tillmon,American feminists
Elizabeth Richards Tilton,American feminists
Rosemarie Tong,American feminists
Tourmaline (activist),American feminists
Geraldine Traina,American feminists
Meghan Trainor,American feminists
Kathy Tran,American feminists
Grace Wilbur Trout,American feminists
Nancy Tuana,American feminists
Alice B. Tweedy,American feminists
France Winddance Twine,American feminists
Imani Uzuri,American feminists
Tobi Vail,American feminists
Margaret Vale,American feminists
Mary van Kleeck,American feminists
Miriam Van Waters,American feminists
Genevieve Vaughan,American feminists
Eddie Vedder,American feminists
Sasha Velour,American feminists
Veronica Vera,American feminists
Mabel Vernon,American feminists
Lise Vogel,American feminists
Rita Vorperian,American feminists
Adrianne Wadewitz,American feminists
Mabel Sine Wadsworth,American feminists
Amina Wadud,American feminists
Lois Waisbrooker,American feminists
Alice Walker,American feminists
Rebecca Walker,American feminists
Susan Walker Fitzgerald,American feminists
Michele Wallace,American feminists
Zerelda G. Wallace,American feminists
Marianne Walters,American feminists
Yvonne Wanrow,American feminists
Carole Ward Allen,American feminists
Elizabeth Stuart Phelps Ward,American feminists
Karen J. Warren,American feminists
Wendy Wasserstein,American feminists
Lachlan Watson,American feminists
Rebecca Watson,American feminists
Deborah Waxman,American feminists
Amanda Way,American feminists
Haley Webb,American feminists
Marilyn Salzman Webb,American feminists
Pearl Louise Weber,American feminists
Madeline Weinstein,American feminists
Maia Weinstock,American feminists
Trude Weiss-Rosmarin,American feminists
Suzannah Weiss,American feminists
Rosa Welt-Straus,American feminists
Rasa von Werder,American feminists
Carolyn M. West,American feminists
Lindy West,American feminists
Ruth Westheimer,American feminists
Deborah Fisher Wharton,American feminists
Joss Whedon,American feminists
M. Ella Whipple,American feminists
Alma Bridwell White,American feminists
Anna White,American feminists
E. Frances White,American feminists
Sheila White (abolitionist),American feminists
Sue Shelton White,American feminists
Laura Whitehorn,American feminists
Charlotte Beebe Wilbour,American feminists
Gigi Raven Wilbur,American feminists
Kathi Wilcox,American feminists
Olivia Wilde,American feminists
Faith Wilding,American feminists
Hannah Wilke,American feminists
Josephine Wilkins,American feminists
Frances Willard,American feminists
Anita Parkhurst Willcox,American feminists
Bianca Williams (anthropologist),American feminists
Dell Williams,American feminists
Delores S. Williams,American feminists
Fannie Barrier Williams,American feminists
Jeanette Williams,American feminists
Mary Wilhelmine Williams,American feminists
Cris Williamson,American feminists
Nona Willis-Aronowitz,American feminists
Tiffany Willoughby-Herard,American feminists
Lulu Wilson,American feminists
Zara A. Wilson,American feminists
Caroline B. Winslow,American feminists
Mary Winsor,American feminists
Una R. Winter,American feminists
Linda Wolf,American feminists
Margery Wolf,American feminists
Allison Wolfe,American feminists
Nellie Wong,American feminists
Chase G. Woodhouse,American feminists
Victoria Woodhull,American feminists
Rilla Moran Woods,American feminists
Betsey Wright,American feminists
Frances Wright,American feminists
Martha Coffin Wright,American feminists
Brianna Wu,American feminists
Addie L. Wyatt,American feminists
Alice Wynekoop,American feminists
Laura X,American feminists
Molly Yard,American feminists
Peg Yorkin,American feminists
Cathy Young,American feminists
Maud Younger,American feminists
Katherine Zappone,American feminists
Rayka Zehtabchi,American feminists
Julie Zeilinger,American feminists
Dorothy Zellner,American feminists
Ewa Ziarek,American feminists
Kortney Ryan Ziegler,American feminists
Dave Zirin,American feminists
Donna Zuckerberg,American feminists
Subhashini Ali,Atheist feminists
Isaac Asimov,Atheist feminists
Simone de Beauvoir,Atheist feminists
Ophelia Benson,Atheist feminists
Richard Carlile,Atheist feminists
Jane Caro,Atheist feminists
Richard Dawkins,Atheist feminists
Marina Diamandis,Atheist feminists
Ani DiFranco,Atheist feminists
Clarice Falcão,Atheist feminists
Fukuzawa Yukichi,Atheist feminists
María Galindo,Atheist feminists
Luciana Genro,Atheist feminists
Emma Goldman,Atheist feminists
Germaine Greer,Atheist feminists
Dorothy Hewett,Atheist feminists
Ayaan Hirsi Ali,Atheist feminists
Sheila Jeffreys,Atheist feminists
Anarkali Marikar,Atheist feminists
Ed Miliband,Atheist feminists
Yasmine Mohammed,Atheist feminists
Robin Morgan,Atheist feminists
Maryam Namazie,Atheist feminists
Taslima Nasrin,Atheist feminists
Ailsa O'Connor,Atheist feminists
Camille Paglia,Atheist feminists
Ernestine Rose,Atheist feminists
Gita Sahgal,Atheist feminists
Mary Sheepshanks,Atheist feminists
Kate Smurthwaite,Atheist feminists
Marie Souvestre,Atheist feminists
Polly Toynbee,Atheist feminists
Titia van der Tuuk,Atheist feminists
Barbara G. Walker,Atheist feminists
Bengt Westerberg,Atheist feminists
Virginia Woolf,Atheist feminists
Susannah Wright,Atheist feminists
Jamil Sidqi al-Zahawi,Atheist feminists
Vanessa Zoltan,Atheist feminists
Worood Zuhair,Atheist feminists
Ashnikko,LGBT feminists
James Barr (presenter),LGBT feminists
Maureen Brady,LGBT feminists
Frances Power Cobbe,LGBT feminists
Tom Copley,LGBT feminists
Angela Eagle,LGBT feminists
Pam Elam,LGBT feminists
Dominick Evans,LGBT feminists
Louisa Garrett Anderson,LGBT feminists
Charlotte Perkins Gilman,LGBT feminists
Hbomberguy,LGBT feminists
Magnus Hirschfeld,LGBT feminists
Vera Holme,LGBT feminists
Sophia Jex-Blake,LGBT feminists
Sonia Johnson,LGBT feminists
Leo Martello,LGBT feminists
Kim Katrin Milan,LGBT feminists
Darnell L. Moore,LGBT feminists
Flora Murray,LGBT feminists
Angel Nafis,LGBT feminists
Paul B. Preciado,LGBT feminists
Adelaide Anne Procter,LGBT feminists
Sam Smith,LGBT feminists
Annie Sprinkle,LGBT feminists
Elizabeth Stephens,LGBT feminists
M. Carey Thomas,LGBT feminists
Uyaiedu Ikpe-Etim,LGBT feminists
Sam Adams (Oregon politician),LGBT people from Oregon
Matt Alber,LGBT people from Oregon
Richard Amory,LGBT people from Oregon
AustinShow,LGBT people from Oregon
Tanya Barfield,LGBT people from Oregon
Terry Bean,LGBT people from Oregon
James Beard,LGBT people from Oregon
Byron Beck (blogger),LGBT people from Oregon
Brett Bigham,LGBT people from Oregon
Jasmin Savoy Brown,LGBT people from Oregon
Carrie Brownstein,LGBT people from Oregon
Keith Christopher,LGBT people from Oregon
Honey Lee Cottrell,LGBT people from Oregon
Kat Cunning,LGBT people from Oregon
April Daniels (author),LGBT people from Oregon
Darcelle XV,LGBT people from Oregon
Jack Donovan (writer),LGBT people from Oregon
George Dorris,LGBT people from Oregon
Kurt Erichsen,LGBT people from Oregon
Cole Escola,LGBT people from Oregon
Gregory Gourdet,LGBT people from Oregon
Bobby Griffith,LGBT people from Oregon
Lou Harrison,LGBT people from Oregon
Todd Haynes,LGBT people from Oregon
James Ivory,LGBT people from Oregon
Rives Kistler,LGBT people from Oregon
Storm Large,LGBT people from Oregon
Virginia Linder,LGBT people from Oregon
"List of LGBT people from Portland, Oregon",LGBT people from Oregon
William Luce,LGBT people from Oregon
Michael J. McShane,LGBT people from Oregon
Eric Millegan,LGBT people from Oregon
Jonte' Moaning,LGBT people from Oregon
Jinkx Monsoon,LGBT people from Oregon
Ona Munson,LGBT people from Oregon
Andy Ngo,LGBT people from Oregon
Scott O'Hara,LGBT people from Oregon
John Paulk,LGBT people from Oregon
Stu Rasmussen,LGBT people from Oregon
Johnnie Ray,LGBT people from Oregon
Aria Sa'id,LGBT people from Oregon
Helen Sandoz,LGBT people from Oregon
Nico Santos (actor),LGBT people from Oregon
Dale Scott,LGBT people from Oregon
Ari Shapiro,LGBT people from Oregon
Sage Sharp,LGBT people from Oregon
Reid Shelton,LGBT people from Oregon
Jerry Smith (American football),LGBT people from Oregon
Tammy Smith,LGBT people from Oregon
Tammy Stoner,LGBT people from Oregon
Team Dresch,LGBT people from Oregon
Corin Tucker,LGBT people from Oregon
Gus Van Sant,LGBT people from Oregon
Holcombe Waller,LGBT people from Oregon
Minor White,LGBT people from Oregon
Cameron Whitten,LGBT people from Oregon
Kaia Wilson,LGBT people from Oregon
Martin Wong,LGBT people from Oregon
Lidia Yuknavitch,LGBT people from Oregon
Peter Zuckerman,LGBT people from Oregon
Maude Adams,LGBT people from Utah
Ian Alexander (actor),LGBT people from Utah
Susan Allen,LGBT people from Utah
Martha Beck,LGBT people from Utah
Mildred J. Berryman,LGBT people from Utah
Neal Cassady,LGBT people from Utah
Charlotte Clymer,LGBT people from Utah
Cytherea (actress),LGBT people from Utah
Spencer Day,LGBT people from Utah
Claybourne Elder,LGBT people from Utah
Steven Fales,LGBT people from Utah
Tyler Glenn,LGBT people from Utah
Todd Herzog,LGBT people from Utah
Julianne Hough,LGBT people from Utah
Todd Hughes,LGBT people from Utah
Roy Jeffs,LGBT people from Utah
Rafe Judkins,LGBT people from Utah
Kate Kendell,LGBT people from Utah
Lady Red Couture,LGBT people from Utah
Jeff Leatham,LGBT people from Utah
Randall Mann,LGBT people from Utah
Willy Marshall,LGBT people from Utah
Margrethe Mather,LGBT people from Utah
Sam Jensen Page,LGBT people from Utah
Ada Dwyer Russell,LGBT people from Utah
Misty Snow,LGBT people from Utah
May Swenson,LGBT people from Utah
Brendon Urie,LGBT people from Utah
Christina Aguilera,Sex-positive feminists
Dorothy Allison,Sex-positive feminists
Megan Andelloux,Sex-positive feminists
Susie Bright,Sex-positive feminists
Brigid Brophy,Sex-positive feminists
Helen Gurley Brown,Sex-positive feminists
Rachel Kramer Bussel,Sex-positive feminists
Diana Cage,Sex-positive feminists
Patrick Califia,Sex-positive feminists
Brooke Candy,Sex-positive feminists
Diablo Cody,Sex-positive feminists
Cupcakke,Sex-positive feminists
Wendy Delorme,Sex-positive feminists
Leslie Fish,Sex-positive feminists
Lynn Flewelling,Sex-positive feminists
Charles Fourier,Sex-positive feminists
Nancy Friday,Sex-positive feminists
Jaclyn Friedman,Sex-positive feminists
Ariana Grande,Sex-positive feminists
Sasha Grey,Sex-positive feminists
Josephine Ho,Sex-positive feminists
Shine Louise Houston,Sex-positive feminists
Brenda Howard,Sex-positive feminists
Holly Hughes (performance artist),Sex-positive feminists
Itō Noe,Sex-positive feminists
Erica Jong,Sex-positive feminists
Petra Joy,Sex-positive feminists
Belle Knox,Sex-positive feminists
Jiz Lee,Sex-positive feminists
Liana Kerzner,Sex-positive feminists
Lizzo,Sex-positive feminists
Tove Lo,Sex-positive feminists
Lorde,Sex-positive feminists
